"cargo","ciudad","link","empresa","fpublicacion"
"Analista de Cobranzas","Las Condes","http://www.trabajando.cl/empleos/ofertas/2570720/Analista_de_Cobranzas.html","Importante Empresa","31-08-2015"
"Analista Contable","Providencia","http://www.trabajando.cl/empleos/ofertas/2679545/Analista_Contable.html","Humanica","27-08-2015"
"Digitador Administrativo","Las Condes","http://www.trabajando.cl/empleos/ofertas/2650275/Digitador_Administrativo.html","IMEXTEL LTDA.","04-08-2015"
"ASISTENTE ADMINISTRATIVO TELEFONICO","santiago","http://www.trabajando.cl/empleos/ofertas/2662625/ASISTENTE_ADMINISTRATIVO_TELEFONICO.html","Xinergía","31-08-2015"
"Urgente!!! Ejecutivos Call Center .","Santiago Centro","http://www.trabajando.cl/empleos/ofertas/2507772/Urgente_Ejecutivos_Call_Center.html","Importante empresa requiere","31-08-2015"
"Supervisor 45 hrs. Colina","Colina","http://www.trabajando.cl/empleos/ofertas/2681049/Supervisor_45_hrs_Colina.html","importante empresa de combustible","26-08-2015"
"Staff de Auditoría con inglés intermedio-avanzado para el área de Prevención e Investigación de Fraude","Las Condes","http://www.trabajando.cl/empleos/ofertas/2640253/Staff_de_Auditoria_con_ingles_intermedio_avanzado_para_el_area_de_Prevencion_e_Investigacion_de_Fraude.html","EY (Ernst & Young)","26-08-2015"
"Digitador","Santiago","http://www.trabajando.cl/empleos/ofertas/1971570/Digitador.html","EY (Ernst & Young)","26-08-2015"
"Asistente de Verano Auditoría Financiera","Las Condes","http://www.trabajando.cl/empleos/ofertas/2586136/Asistente_de_Verano_Auditoria_Financiera.html","EY (Ernst & Young)","28-08-2015"
"Ingeniero o Técnico Informatico","Las Condes","http://www.trabajando.cl/empleos/ofertas/2692934/Ingeniero_o_Tecnico_Informatico.html","Vunic","31-08-2015"
"Supervisor de turno 45 hrs. San Bernardo","San Bernardo","http://www.trabajando.cl/empleos/ofertas/2681109/Supervisor_de_turno_45_hrs_San_Bernardo.html","importante empresa de combustible","26-08-2015"
"Proyectista de Tecnología (Cubicador)","Renca","http://www.trabajando.cl/empleos/ofertas/2693336/Proyectista_de_Tecnologia_Cubicador.html","Importante Holding","31-08-2015"
"TÉCNICO IMPRESORAS. STGO","SANTIAGO","http://www.trabajando.cl/empleos/ofertas/2685372/TECNICO_IMPRESORAS_STGO.html","*ADECCO OUTSOURCING*","31-08-2015"
"/Ingeniero de Procesos, Sistemas Y Tecnología","Santiago centro","http://www.trabajando.cl/empleos/ofertas/2692472/Ingeniero_de_Procesos_Sistemas_Y_Tecnologia.html","Manpower","31-08-2015"
"Ingeniero de Procesos, Sistemas y Tecnología","Santiago Centro.","http://www.trabajando.cl/empleos/ofertas/2686966/Ingeniero_de_Procesos_Sistemas_y_Tecnologia.html","Ingeniería Informática Kibernum S.A.","31-08-2015"
"Supervisor de Ventas","Santiago","http://www.trabajando.cl/empleos/ofertas/2683121/Supervisor_de_Ventas.html","Importante Empresa","27-08-2015"
"Ingeniero de Proyectos - Importante Empresa Aeronáutica","Parque Arauco","http://www.trabajando.cl/empleos/ofertas/2652532/Ingeniero_de_Proyectos_Importante_Empresa_Aeronautica.html","Alternattiva","31-08-2015"
"Técnico en Enfermería - Arsenalero(a)","Providencia","http://www.trabajando.cl/empleos/ofertas/2632294/Tecnico_en_Enfermeria_Arsenalero_a.html","Fundación Arturo López Perez","31-08-2015"
"TENS REEMPLAZOS DIFERENTES UNIDADES","Vitacura","http://www.trabajando.cl/empleos/ofertas/2670508/TENS_REEMPLAZOS_DIFERENTES_UNIDADES.html","Xinergia","31-08-2015"
"TÉCNICO EN ENFERMERÍA CENTRO MEDICO PORTAL LA DEHESA","Sector Oriente","http://www.trabajando.cl/empleos/ofertas/2680484/TECNICO_EN_ENFERMERIA_CENTRO_MEDICO_PORTAL_LA_DEHESA.html","Clínica Santa María","31-08-2015"
"Asistente Comercial","Ñuñoa","http://www.trabajando.cl/empleos/ofertas/2689743/Asistente_Comercial.html","Importante Empresa Farmacéutica","27-08-2015"
"Digitador","cerrillos","http://www.trabajando.cl/empleos/ofertas/2657759/Digitador.html","Empresa alimentos","27-08-2015"
"Ejecutiva Comercial","Providencia","http://www.trabajando.cl/empleos/ofertas/2690059/Ejecutiva_Comercial.html","Venta de Intangibles","27-08-2015"
"Ejecutiva (o) de cuentas.","terreno y oficinas","http://www.trabajando.cl/empleos/ofertas/2588056/Ejecutiva_o_de_cuentas.html","MOTOBOY CHILE S.A.","27-08-2015"
"Contador General","Las Condes","http://www.trabajando.cl/empleos/ofertas/2690585/Contador_General.html","Importante empresa de Inversiones","27-08-2015"
"Programador de Proyectos (Ingeniero Civil Industrial)","Las Condes","http://www.trabajando.cl/empleos/ofertas/2690524/Programador_de_Proyectos_Ingeniero_Civil_Industrial.html","Importante Empresa de Ingeniería","27-08-2015"
"Guardia Nike Mall Sport","Mall Sport, Las Condes.","http://www.trabajando.cl/empleos/ofertas/2683048/Guardia_Nike_Mall_Sport.html","Inversiones Murano S.A. (2da Franquicia Nike Chile)","28-08-2015"
"Asistente de Visual y Construcción de Tiendas","Santiago","http://www.trabajando.cl/empleos/ofertas/2683539/Asistente_de_Visual_y_Construccion_de_Tiendas.html","Head Chile","27-08-2015"
"ASISTENTE DE OPERACIONES","Las Condes, sector Estoril","http://www.trabajando.cl/empleos/ofertas/2211519/ASISTENTE_DE_OPERACIONES.html","Empresa de Financiamiento Automotriz","28-08-2015"
"Enfermera UPCP","Clínica Santa María","http://www.trabajando.cl/empleos/ofertas/2687789/Enfermera_UPCP.html","Clínica Santa María","31-08-2015"
"(FR) Ingeniero JBPM con Inglés Avanzado","Las Condes","http://www.trabajando.cl/empleos/ofertas/2686987/FR_Ingeniero_JBPM_con_Ingles_Avanzado.html","Perceptual Consultores","31-08-2015"
"EJECUTIVOS DE ATENCION AL CLIENTE X $ 323,821 hasta $ 560,701","ATENTO CHILE, SANTIAGO CENTRO","http://www.trabajando.cl/empleos/ofertas/2691738/EJECUTIVOS_DE_ATENCION_AL_CLIENTE_X_323_821_hasta_560_701.html","Atento Chile S.A.","31-08-2015"
"Analista Seleccion Reclutamiento RRHH","Santiago centro","http://www.trabajando.cl/empleos/ofertas/2693129/Analista_Seleccion_Reclutamiento_RRHH.html","IT People SA","31-08-2015"
"Asistente de Bodega","pudahuel","http://www.trabajando.cl/empleos/ofertas/2664557/Asistente_de_Bodega.html","Empresa Multinacional","31-08-2015"
"Ingeniero de Compensaciones para Recursos Humanos","Santiago","http://www.trabajando.cl/empleos/ofertas/2693343/Ingeniero_de_Compensaciones_para_Recursos_Humanos.html","Compañía Multinacional Farmacéutica","31-08-2015"
"Ingeniero de ventas tecnicas (Instrumentacion) CALAMA","CALAMA","http://www.trabajando.cl/empleos/ofertas/2693328/Ingeniero_de_ventas_tecnicas_Instrumentacion_CALAMA.html","Wika Chile S.P.A","31-08-2015"
"Práctica en Contabilidad","Quinta Normal","http://www.trabajando.cl/empleos/ofertas/2689779/Practica_en_Contabilidad.html","Empresa de Retail","31-08-2015"
"Vendedor Multifuncional Full-Time","Santiago Centro","http://www.trabajando.cl/empleos/ofertas/2540465/Vendedor_Multifuncional_Full_Time.html",".CasaIdeas","31-08-2015"
"Analista de  Adquisiciones Descanso Maternal","Santiago","http://www.trabajando.cl/empleos/ofertas/2576469/Analista_de_Adquisiciones_Descanso_Maternal.html","Importante Empresa","31-08-2015"
"Asistente de Venta Full Time Las Condes","Las Condes","http://www.trabajando.cl/empleos/ofertas/2689125/Asistente_de_Venta_Full_Time_Las_Condes.html","lapiz lopez","31-08-2015"
"Vendedor en Terreno / Área Seguros / Melipilla","Melipilla","http://www.trabajando.cl/empleos/ofertas/2593917/Vendedor_en_Terreno_Area_Seguros_Melipilla.html","ECR Group","28-08-2015"
"Responsable Operación y Mantenimiento","Santiago Centro","http://www.trabajando.cl/empleos/ofertas/2648013/Responsable_Operacion_y_Mantenimiento.html","Multinacional del sector de las energías renovables","04-08-2015"
"Ejecutiva Comercial para importante Clínica en Santiago","Santiago","http://www.trabajando.cl/empleos/ofertas/2667956/Ejecutiva_Comercial_para_importante_Clinica_en_Santiago.html","MetLife","21-08-2015"
"Tec. Rhh/ Adminis. -Analista Experiencia  Gestión de Empresas Proyecto 3 meses","Santiago","http://www.trabajando.cl/empleos/ofertas/2394069/Tec_Rhh_Adminis_Analista_Experiencia_Gestion_de_Empresas_Proyecto_3_meses.html","Importante Empresa","31-08-2015"
"Secretaria Gerencia Reemplazo Vacaciones $600.000 Santiago Centro","Santiago","http://www.trabajando.cl/empleos/ofertas/2466475/Secretaria_Gerencia_Reemplazo_Vacaciones_600_000_Santiago_Centro.html","Importante Empresa","31-08-2015"
"Coordinador de Procesos Docentes (Santiago)","Providencia","http://www.trabajando.cl/empleos/ofertas/1942974/Coordinador_de_Procesos_Docentes_Santiago.html","Importante Institución de Educación Superior","24-08-2015"
"ASESOR DE SEGUROS","Santiago Centro","http://www.trabajando.cl/empleos/ofertas/2692946/ASESOR_DE_SEGUROS.html","Metlife Chile","31-08-2015"
"Agente Servicio Atención al Cliente (Call Center)","Huechuraba","http://www.trabajando.cl/empleos/ofertas/2632411/Agente_Servicio_Atencion_al_Cliente_Call_Center.html","Empresa líder en su rubro","31-08-2015"
"TELEOPERADOR CALL CENTER SANTIAGO FULL TIME 45 HRS","Rosas 1740 Santiago Centro, Region Metropolitana","http://www.trabajando.cl/empleos/ofertas/2690603/TELEOPERADOR_CALL_CENTER_SANTIAGO_FULL_TIME_45_HRS.html","Atento Chile S.A.","31-08-2015"
"Administrativo de logística (Turnos Rotativos)","Maipu","http://www.trabajando.cl/empleos/ofertas/2482608/Administrativo_de_logistica_Turnos_Rotativos.html","Empresa Manufacturera","31-08-2015"
"Administrativo de Facturación","Quilicura","http://www.trabajando.cl/empleos/ofertas/2666648/Administrativo_de_Facturacion.html","Importante Empresa de Alimentos","31-08-2015"
"Vendedor Multifuncional Full-Time Quilicura","Quilicura","http://www.trabajando.cl/empleos/ofertas/2659911/Vendedor_Multifuncional_Full_Time_Quilicura.html",".CasaIdeas","31-08-2015"
"Analísta de Abastecimiento","Renca","http://www.trabajando.cl/empleos/ofertas/2693455/Analista_de_Abastecimiento.html","Operador logístico","31-08-2015"
"Se requiere Ejecutivo de Contact Inbound!!","Santiago Centro","http://www.trabajando.cl/empleos/ofertas/2576604/Se_requiere_Ejecutivo_de_Contact_Inbound.html","Importante Empresa","31-08-2015"
"Venedores Full y Part Time","Antofagasta","http://www.trabajando.cl/empleos/ofertas/2638458/Venedores_Full_y_Part_Time.html","FORUS S.A.","31-08-2015"
"Ingeniero de Confiabilidad / Norma KKS - Termoeléctrica - Antofagasta","Antofagasta","http://www.trabajando.cl/empleos/ofertas/2691541/Ingeniero_de_Confiabilidad_Norma_KKS_Termoelectrica_Antofagasta.html","Importante Empresa de Ingeniería en Mantenimiento","31-08-2015"
"Cajeros para Antofagasta","Antofagasta","http://www.trabajando.cl/empleos/ofertas/2690463/Cajeros_para_Antofagasta.html","Importante Cadena de Retail","31-08-2015"
"Técnicos en Enfermería de Nivel Superior, para distintas comunas de la Región Metropolitana","Santiago","http://www.trabajando.cl/empleos/ofertas/2693126/Tecnicos_en_Enfermeria_de_Nivel_Superior_para_distintas_comunas_de_la_Region_Metropolitana.html","Prestigioso Hospital- Clínico","31-08-2015"
"Paramédico/ Reemplazo/ Santiago Cuarto Turno","Santiago","http://www.trabajando.cl/empleos/ofertas/2688735/Paramedico_Reemplazo_Santiago_Cuarto_Turno.html","Empresa de Salud","31-08-2015"
"VENDEDOR DE REPUESTOS, RESIDENCIA EN CALAMA","Calama","http://www.trabajando.cl/empleos/ofertas/1500727/VENDEDOR_DE_REPUESTOS_RESIDENCIA_EN_CALAMA.html","SALINAS Y FABRES S.A.","31-08-2015"
"Operador Data Center","Providencia","http://www.trabajando.cl/empleos/ofertas/2663579/Operador_Data_Center.html","Importante Empresa de Tecnología","31-08-2015"
"Paramédico/ Remplazo/ Las Condes","Las Condes","http://www.trabajando.cl/empleos/ofertas/2685643/Paramedico_Remplazo_Las_Condes.html","Empresa de Salud","31-08-2015"
"ELECTROMECÁNICO","Tierra Amarilla","http://www.trabajando.cl/empleos/ofertas/2690826/ELECTROMECANICO.html","Empresa de la tercera región","31-08-2015"
"Administrativo","Santiago","http://www.trabajando.cl/empleos/ofertas/2693544/Administrativo.html","Tecnocom Chile S.A.","31-08-2015"
"Asesor de Emprendimiento para Curacaví-Casa Blanca","Maipú","http://www.trabajando.cl/empleos/ofertas/2689040/Asesor_de_Emprendimiento_para_Curacavi_Casa_Blanca.html","Fundación Banigualdad","31-08-2015"
"Vendedor(a) Full Time para Corner Sector Oriente","Las Condes","http://www.trabajando.cl/empleos/ofertas/2691510/Vendedor_a_Full_Time_para_Corner_Sector_Oriente.html","Prüne chile","31-08-2015"
"Soporte Tecnico Terreno Antofagasta y Calama","Antofagasta y Calama","http://www.trabajando.cl/empleos/ofertas/2689725/Soporte_Tecnico_Terreno_Antofagasta_y_Calama.html","IT PEOPLE","31-08-2015"
"Ingeniero de Confiabilidad Mina.","Antofagasta","http://www.trabajando.cl/empleos/ofertas/2534618/Ingeniero_de_Confiabilidad_Mina.html","Adecco","31-08-2015"
"Ingeniero de Procesos Planta","ANTOFAGASTA","http://www.trabajando.cl/empleos/ofertas/2648215/Ingeniero_de_Procesos_Planta.html","Importante Minera","31-08-2015"
"Ing. Confiabilidad Planta productora de cobre","ANTOFAGASTA","http://www.trabajando.cl/empleos/ofertas/2627828/Ing_Confiabilidad_Planta_productora_de_cobre.html","Importante Minera","31-08-2015"
"Promotora Bancaria presentarse el 04/8/2015","santiago","http://www.trabajando.cl/empleos/ofertas/2582428/Promotora_Bancaria_presentarse_el_04_8_2015.html","Xinergia","31-08-2015"
"Recepcionista","Santiago","http://www.trabajando.cl/empleos/ofertas/2661413/Recepcionista.html","Importante Consultora de Gestión de Capital Humano y Outsourcing","13-08-2015"
"Chofer de Recolección","Se inicia y termina jornada en Quilicura.","http://www.trabajando.cl/empleos/ofertas/2630731/Chofer_de_Recoleccion.html","Recolección S.A.","24-08-2015"
"PROFESIONALES DEL AMBITO DE LA CONSTRUCCION. INSPECTOR TECNICO DE TERRENO. STGO (CG)","SANTIAGO","http://www.trabajando.cl/empleos/ofertas/2689230/PROFESIONALES_DEL_AMBITO_DE_LA_CONSTRUCCION_INSPECTOR_TECNICO_DE_TERRENO_STGO_CG.html","CONSULTORIA","31-08-2015"
"Personal Full Time - Papa John's Pizza San Damián","Las Condes","http://www.trabajando.cl/empleos/ofertas/2447924/Personal_Full_Time_Papa_John_s_Pizza_San_Damian.html","PJ CHILE S.A.","31-08-2015"
"PROMOTORA FINES DE SEMANA CUIDAD DE LOS ÁNGELES","Cuidad de Los Ángeles","http://www.trabajando.cl/empleos/ofertas/2691734/PROMOTORA_FINES_DE_SEMANA_CUIDAD_DE_LOS_ANGELES.html","ANONIMO","31-08-2015"
"CAJERAS PARA EVENTO","LA REINA","http://www.trabajando.cl/empleos/ofertas/2688872/CAJERAS_PARA_EVENTO.html","ACTIVOS CHILE","31-08-2015"
"Administrativo Atención Cliente - Cajero (A) Presencial. $380.000 + Desayuno y A","Pedro Aguirre Cerda","http://www.trabajando.cl/empleos/ofertas/2490356/Administrativo_Atencion_Cliente_Cajero_A_Presencial_380_000_Desayuno_y_A.html","Importe empresa requiere","31-08-2015"
"Lider de Safety","Pudahuel","http://www.trabajando.cl/empleos/ofertas/2539586/Lider_de_Safety.html","Importante Empresa de logistica","07-08-2015"
"Repartidores con Vehículo Propio - Nuevo Papa JohnS Camino el Alba (San Carlos)","San Carlos de Apoquindo","http://www.trabajando.cl/empleos/ofertas/2345179/Repartidores_con_Vehiculo_Propio_Nuevo_Papa_JohnS_Camino_el_Alba_San_Carlos.html","Pj Chile","31-08-2015"
"Coordinador Cliente Intermediación Financiera","Santiago","http://www.trabajando.cl/empleos/ofertas/2509371/Coordinador_Cliente_Intermediacion_Financiera.html","Xinergia","31-08-2015"
"Secretaria de gerencia Bancaria presentarse el 04/08/2015","santiago","http://www.trabajando.cl/empleos/ofertas/2582441/Secretaria_de_gerencia_Bancaria_presentarse_el_04_08_2015.html","Xinergia","31-08-2015"
"Auditor Interno Reemplazo $640.000","Santiago Centro","http://www.trabajando.cl/empleos/ofertas/2569383/Auditor_Interno_Reemplazo_640_000.html","Importante empresa requiere","31-08-2015"
"Ejecutivo Comercial, Experiencia con Grandes Cuentas","Las Condes","http://www.trabajando.cl/empleos/ofertas/2551276/Ejecutivo_Comercial_Experiencia_con_Grandes_Cuentas.html","Importante empresa requiere","31-08-2015"
"Personal Part Time Local Apoquindo - Papa JohnS Pizza","Local de Papa John´s","http://www.trabajando.cl/empleos/ofertas/1774026/Personal_Part_Time_Local_Apoquindo_Papa_JohnS_Pizza.html","Papa John´s Pizza","31-08-2015"
"Personal Part Time Rancagua","Machalí","http://www.trabajando.cl/empleos/ofertas/1800516/Personal_Part_Time_Rancagua.html","Papa Johns Pizza","31-08-2015"
"Personal Full Time - Nuevo Papa John's Pizza Temuco","Temuco","http://www.trabajando.cl/empleos/ofertas/2626731/Personal_Full_Time_Nuevo_Papa_John_s_Pizza_Temuco.html","PJ CHILE S.A.","31-08-2015"
"Coordinador/Supervisor Cajeros Proyecto Banco Experiencia Rrhh y St","Santiago","http://www.trabajando.cl/empleos/ofertas/2431987/Coordinador_Supervisor_Cajeros_Proyecto_Banco_Experiencia_Rrhh_y_St.html","Importante Empresa","31-08-2015"
"Junior Administrativo Part-Time $225.000","Providencia","http://www.trabajando.cl/empleos/ofertas/2516909/Junior_Administrativo_Part_Time_225_000.html","Importante empresa requiere","31-08-2015"
"Técnico en Alimentos Jefe de Turno Empresa Agricola Renca","renca","http://www.trabajando.cl/empleos/ofertas/2350010/Tecnico_en_Alimentos_Jefe_de_Turno_Empresa_Agricola_Renca.html","Importante Empresa","31-08-2015"
"Atencion Promotoras Bancaria de Buin,Paine para Proyecto","santiago","http://www.trabajando.cl/empleos/ofertas/2537094/Atencion_Promotoras_Bancaria_de_Buin_Paine_para_Proyecto.html","Xinergia","03-08-2015"
"Digitador Administrativo Manejo Excel y Temas Contables","Santiago","http://www.trabajando.cl/empleos/ofertas/2429372/Digitador_Administrativo_Manejo_Excel_y_Temas_Contables.html","Importante Empresa","31-08-2015"
"Promotor/a Part Time Concepción","concepcion","http://www.trabajando.cl/empleos/ofertas/2693354/Promotor_a_Part_Time_Concepcion.html","Saxoline","31-08-2015"
"REPARTIDORES CON VEHICULO PROPIO - CAMINO CHIGUAYANTE CONCEPCIÓN.","Local de Papa John´s","http://www.trabajando.cl/empleos/ofertas/2050156/REPARTIDORES_CON_VEHICULO_PROPIO_CAMINO_CHIGUAYANTE_CONCEPCION.html","Papa John´s Pizza","31-08-2015"
"Concepción!! Captadoras(es) de Tarjetas $250.000 liquido mensual mas comisiones.","Concepción","http://www.trabajando.cl/empleos/ofertas/2602863/Concepcion_Captadoras_es_de_Tarjetas_250_000_liquido_mensual_mas_comisiones.html","Xinergia","11-08-2015"
"Promotor part time Concepcion","Concepcion","http://www.trabajando.cl/empleos/ofertas/2690326/Promotor_part_time_Concepcion.html","Manpower RR HH","27-08-2015"
"Personal Part Time - Nuevo Papa Johns Pizza San Pedro de la Paz","Local de Papa John´s","http://www.trabajando.cl/empleos/ofertas/2254514/Personal_Part_Time_Nuevo_Papa_Johns_Pizza_San_Pedro_de_la_Paz.html","Papa John´s Pizza","31-08-2015"
"Santiago Cajeros/as Bancarios Experiencia en Sistemas Finesse $420.000","Santiago","http://www.trabajando.cl/empleos/ofertas/2426107/Santiago_Cajeros_as_Bancarios_Experiencia_en_Sistemas_Finesse_420_000.html","Bolsa de Empleos Xinergia","31-08-2015"
"Coordinador(a) Comercial (Banca)","Santiago","http://www.trabajando.cl/empleos/ofertas/2645386/Coordinador_a_Comercial_Banca.html","Importante Banco","30-07-2015"
"Coordinador de Proceso No Presenciales $800.000","santiago","http://www.trabajando.cl/empleos/ofertas/2524138/Coordinador_de_Proceso_No_Presenciales_800_000.html","Xinergia","03-08-2015"
"ANALISTA CONTABLE O FINANCIERO","PROVIDENCIA","http://www.trabajando.cl/empleos/ofertas/2643626/ANALISTA_CONTABLE_O_FINANCIERO.html","AVANT TECHNOLOGIES CONO SUR","31-08-2015"
"Administrativo Especializado contable","Santiago","http://www.trabajando.cl/empleos/ofertas/2691685/Administrativo_Especializado_contable.html","Importante Empresa de Sevicios","31-08-2015"
"Personal Full Time - Nuevo Papa JohnS Pizza Rancagua 2","Local de Papa John´s","http://www.trabajando.cl/empleos/ofertas/2201160/Personal_Full_Time_Nuevo_Papa_JohnS_Pizza_Rancagua_2.html","Papa John´s Pizza","28-08-2015"
"Ayudantes de Cocina Part Time- Servicentro Lautaro","Lautaro","http://www.trabajando.cl/empleos/ofertas/2691962/Ayudantes_de_Cocina_Part_Time_Servicentro_Lautaro.html","Importante cadena de servicentros","31-08-2015"
"Ingeniero de Procesos, para Proyecto Bancario $900.000 Liquido!!!","santiago","http://www.trabajando.cl/empleos/ofertas/2551939/Ingeniero_de_Procesos_para_Proyecto_Bancario_900_000_Liquido.html","Importante Empresa requiere","03-08-2015"
"Administrativo Asistente Contable","Recoleta","http://www.trabajando.cl/empleos/ofertas/2690599/Administrativo_Asistente_Contable.html","Pro-Connection Empresa de Servicios Transitorios Ltda","31-08-2015"
"Operario de Bodega.","EXEQUIEL FERANNDEZ 3685, MACUL","http://www.trabajando.cl/empleos/ofertas/1869252/Operario_de_Bodega.html","Papa Johns Pizza","31-08-2015"
"Personal Part Time","Machalí","http://www.trabajando.cl/empleos/ofertas/1799137/Personal_Part_Time.html","Papa Johns Pizza","28-08-2015"
"Atendedores Servicentro San Pablo, sector Trafun Full Time","Rancagua","http://www.trabajando.cl/empleos/ofertas/2398273/Atendedores_Servicentro_San_Pablo_sector_Trafun_Full_Time.html","Locales de Comida rápida","31-08-2015"
"Atendedores FULL Y PART TIME (Concepción)","Concepción","http://www.trabajando.cl/empleos/ofertas/2433526/Atendedores_FULL_Y_PART_TIME_Concepcion.html","Locales de Comida","31-08-2015"
"Atencion!!!! Secretarias de Gerencia , para Proyecto $450.000 Liquido.","santiago","http://www.trabajando.cl/empleos/ofertas/2459149/Atencion_Secretarias_de_Gerencia_para_Proyecto_450_000_Liquido.html","Xinergia","31-08-2015"
"VICUÑA, SALAMANCA!!! Cajeros/as  Sistema Finesse $420.000 Aprox.","vicuña","http://www.trabajando.cl/empleos/ofertas/2419207/VICUNA_SALAMANCA_Cajeros_as_Sistema_Finesse_420_000_Aprox.html","Bolsa de Empleos Xinergia","31-08-2015"
"Operarios Full Time Pm- Tienda de San Miguel.","Local de Papa Johns.","http://www.trabajando.cl/empleos/ofertas/1773868/Operarios_Full_Time_Pm_Tienda_de_San_Miguel.html","Papa John´s Pizza","31-08-2015"
"Papa JohnS Pizza- Personal Part Time Local Vitacura","Local de Papa John´s","http://www.trabajando.cl/empleos/ofertas/1774050/Papa_JohnS_Pizza_Personal_Part_Time_Local_Vitacura.html","Papa John´s Pizza","31-08-2015"
"Personal Part Time - Nuevo Papa Johns Pizza Irarrazaval","Local de Papa John´s","http://www.trabajando.cl/empleos/ofertas/2164294/Personal_Part_Time_Nuevo_Papa_Johns_Pizza_Irarrazaval.html","Papa John´s Pizza","31-08-2015"
"Operario part time nueva tienda de Concepcion (camino Chiguayante)","Local de Papa John´s","http://www.trabajando.cl/empleos/ofertas/1991848/Operario_part_time_nueva_tienda_de_Concepcion_camino_Chiguayante.html","Papa John´s Pizza","28-08-2015"
"Bancario Sistema Finesse 420.000","cerro navia","http://www.trabajando.cl/empleos/ofertas/2424474/Bancario_Sistema_Finesse_420_000.html","importante empresa","31-08-2015"
"Despachador - Nuevo Papa Johns Rotonda Atenas","Local de Papa John´s","http://www.trabajando.cl/empleos/ofertas/2236925/Despachador_Nuevo_Papa_Johns_Rotonda_Atenas.html","Papa John´s Pizza","31-08-2015"
"Operarios de local Full time Am","Locales de Papa Johns","http://www.trabajando.cl/empleos/ofertas/2568488/Operarios_de_local_Full_time_Am.html","PJ CHILE S.A.","31-08-2015"
"Operador de local/Pizzero Part time Huechuraba","Huechuraba","http://www.trabajando.cl/empleos/ofertas/1136729/Operador_de_local_Pizzero_Part_time_Huechuraba.html","Papa Johns Pizza","31-08-2015"
"Repartidor / Driver para tienda La Dehesa","locales de Papa Johns","http://www.trabajando.cl/empleos/ofertas/983055/Repartidor_Driver_para_tienda_La_Dehesa.html","Papa John´s Pizza","31-08-2015"
"Repartidor/Driver","Tiendas de Papa John´s","http://www.trabajando.cl/empleos/ofertas/1037048/Repartidor_Driver.html","Papa John´s Pizza","31-08-2015"
"Operadores de local / Pizzeros para tienda de La Dehesa","La Dehesa","http://www.trabajando.cl/empleos/ofertas/1021387/Operadores_de_local_Pizzeros_para_tienda_de_La_Dehesa.html","Papa John´s Pizza","31-08-2015"
"Operadores de local / Pizzeros para nueva tienda de La Reina","La Reina","http://www.trabajando.cl/empleos/ofertas/1037036/Operadores_de_local_Pizzeros_para_nueva_tienda_de_La_Reina.html","Papa John´s Pizza","31-08-2015"
"Secretaria Reemplazo 1 mes $330.000","Providencia","http://www.trabajando.cl/empleos/ofertas/2571713/Secretaria_Reemplazo_1_mes_330_000.html","Importante Empresa","31-08-2015"
"Técnico Contabilidad Carrera Fin / Analista Factoring/San Bernardo Manejo Sap","San Bernardo","http://www.trabajando.cl/empleos/ofertas/2428616/Tecnico_Contabilidad_Carrera_Fin_Analista_Factoring_San_Bernardo_Manejo_Sap.html","importante empresa","31-08-2015"
"Auxiliar Administrativo","Santiago centro","http://www.trabajando.cl/empleos/ofertas/2509662/Auxiliar_Administrativo.html","Institución de Educación Superior","31-08-2015"
"Operadores de local / Pizzeros para tienda de Los Trapenses","Los Trapenses","http://www.trabajando.cl/empleos/ofertas/1003600/Operadores_de_local_Pizzeros_para_tienda_de_Los_Trapenses.html","Papa John´s Pizza","31-08-2015"
"Secretaria Administrativa conocimiento SISTEMA CAS","Santiago","http://www.trabajando.cl/empleos/ofertas/2686092/Secretaria_Administrativa_conocimiento_SISTEMA_CAS.html","ADECCO SC","31-08-2015"
"cajero bancario","La serena y coquimbo","http://www.trabajando.cl/empleos/ofertas/2686225/cajero_bancario.html","Sinergy Inversiones S.A.","31-08-2015"
"Ejecutiva de Ventas Telemarketing Proyecto 6 Meses","Santiago","http://www.trabajando.cl/empleos/ofertas/2424274/Ejecutiva_de_Ventas_Telemarketing_Proyecto_6_Meses.html","Importante Empresa","31-08-2015"
"Atencion Promotoras Bancaria de Talagante, Peñaflor para Proyecto","santiago","http://www.trabajando.cl/empleos/ofertas/2537057/Atencion_Promotoras_Bancaria_de_Talagante_Penaflor_para_Proyecto.html","Xinergia","31-08-2015"
"Operador de local Full Time (45 horas semanales)","Tiendas Papa John´s Pizza","http://www.trabajando.cl/empleos/ofertas/1082012/Operador_de_local_Full_Time_45_horas_semanales.html","Papa Johns Pizza","31-08-2015"
"Cajero Ovalle","Ovalle","http://www.trabajando.cl/empleos/ofertas/2683070/Cajero_Ovalle.html","BBVA","27-08-2015"
"BARTENDER SENIOR","ANTOFAGASTA","http://www.trabajando.cl/empleos/ofertas/2631513/BARTENDER_SENIOR.html","ENJOY ANTOFAGASTA","31-08-2015"
"Ingeniero de Procesos Productivos","Zona Sur Poniente de Santiago","http://www.trabajando.cl/empleos/ofertas/2693579/Ingeniero_de_Procesos_Productivos.html","Importante Empresa de la Agroindustria","31-08-2015"
"Secretaria Administrativa","Nunoa","http://www.trabajando.cl/empleos/ofertas/2508506/Secretaria_Administrativa.html","Proasin","31-08-2015"
